learner_id,quiz_question,question_type,week_number,step_number,question_number,response,cloze_response,submitted_at,correct
d49f42db-f350-4bdb-82a8-c7aa22a23eb4,1.8.1,MultipleChoice,1,8,1,"2,3",,2018-09-11 21:14:10 UTC,false
d49f42db-f350-4bdb-82a8-c7aa22a23eb4,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-11 21:14:33 UTC,true
0da35c72-3a2f-4a73-a5ab-c5a777d2e2a5,1.8.1,MultipleChoice,1,8,1,"2,3",,2018-09-11 21:19:29 UTC,false
0da35c72-3a2f-4a73-a5ab-c5a777d2e2a5,1.8.1,MultipleChoice,1,8,1,3,,2018-09-11 21:21:00 UTC,false
0da35c72-3a2f-4a73-a5ab-c5a777d2e2a5,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-11 21:21:15 UTC,true
7b4cde69-a7f2-4336-9143-824748e018b5,1.8.1,MultipleChoice,1,8,1,3,,2018-09-11 21:38:20 UTC,false
7b4cde69-a7f2-4336-9143-824748e018b5,1.8.1,MultipleChoice,1,8,1,"1,3",,2018-09-11 21:38:57 UTC,false
7b4cde69-a7f2-4336-9143-824748e018b5,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-11 21:39:20 UTC,true
fafcaaeb-c987-4805-b15a-0151214d12ee,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-11 22:51:34 UTC,true
9c432972-cfb7-4964-a139-6e0db7111c62,1.8.1,MultipleChoice,1,8,1,1,,2018-09-11 23:18:34 UTC,false
9c432972-cfb7-4964-a139-6e0db7111c62,1.8.1,MultipleChoice,1,8,1,"1,2",,2018-09-11 23:19:03 UTC,false
9c432972-cfb7-4964-a139-6e0db7111c62,1.8.1,MultipleChoice,1,8,1,"2,3",,2018-09-11 23:20:26 UTC,false
9c432972-cfb7-4964-a139-6e0db7111c62,1.8.1,MultipleChoice,1,8,1,"2,3",,2018-09-11 23:20:36 UTC,false
9c432972-cfb7-4964-a139-6e0db7111c62,1.8.1,MultipleChoice,1,8,1,"1,3",,2018-09-11 23:20:47 UTC,false
9c432972-cfb7-4964-a139-6e0db7111c62,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-11 23:21:09 UTC,true
4d01b27d-b2c0-4d15-9349-7ef3dbba5e18,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-12 05:25:08 UTC,true
e57b2e1a-5909-4526-a747-623485ac03d8,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-12 06:39:55 UTC,true
b707501b-aad0-4705-8af3-e7342aa39761,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-12 07:11:31 UTC,true
a69618fe-551d-49a3-a4f3-ed5f582b201e,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-12 08:59:51 UTC,true
83cfcfc9-b0f9-4451-80bb-7227dc72141c,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-12 09:06:27 UTC,true
d5725c11-2dbb-4acc-a8ed-703c74634c23,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-12 09:32:54 UTC,true
1c3c2826-b3f6-43e2-871b-0e0b99e923de,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-12 09:55:14 UTC,true
39b30408-2c34-4f7a-9499-b2c3292a8f05,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-12 10:35:42 UTC,true
91f0e067-e5dc-4e8a-b813-1106fedaad62,1.8.1,MultipleChoice,1,8,1,"2,3",,2018-09-12 10:55:26 UTC,false
91f0e067-e5dc-4e8a-b813-1106fedaad62,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-12 10:55:36 UTC,true
44f1fcd6-3a46-4a7e-b663-97b7cb8e19ba,1.8.1,MultipleChoice,1,8,1,1,,2018-09-12 11:42:47 UTC,false
44f1fcd6-3a46-4a7e-b663-97b7cb8e19ba,1.8.1,MultipleChoice,1,8,1,"1,3",,2018-09-12 11:42:53 UTC,false
44f1fcd6-3a46-4a7e-b663-97b7cb8e19ba,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-12 11:42:56 UTC,true
215a38d3-fad8-465a-92ad-3a6bcfe5479a,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-12 13:33:24 UTC,true
c261e4c6-7974-4e83-b883-141080f799f2,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-12 14:15:11 UTC,true
9bfb3ad1-9c63-4604-9077-357b6e5bb43e,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-12 15:01:56 UTC,true
e23dd7d0-92be-416a-81bd-6ecf61038f98,1.8.1,MultipleChoice,1,8,1,1,,2018-09-12 15:33:57 UTC,false
e23dd7d0-92be-416a-81bd-6ecf61038f98,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-12 15:34:09 UTC,true
f4dcdbfb-b986-4a7e-a6ac-cc5872423714,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-12 15:57:41 UTC,true
bbfbe930-6ed9-4849-9bd6-13c3410a23a9,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-12 16:08:42 UTC,true
9b1f14ba-7731-4cb4-8fb8-14a08e145319,1.8.1,MultipleChoice,1,8,1,"2,3",,2018-09-12 21:39:36 UTC,false
9b1f14ba-7731-4cb4-8fb8-14a08e145319,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-12 21:39:39 UTC,true
70b3bb23-1d29-4109-b403-9fedde48c803,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-12 22:58:50 UTC,true
564e2f00-a651-4f05-bbe4-62c755fe5de5,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-13 00:29:34 UTC,true
a1663b32-f80c-455e-816f-d52eadbe2a10,1.8.1,MultipleChoice,1,8,1,2,,2018-09-13 01:33:19 UTC,false
a1663b32-f80c-455e-816f-d52eadbe2a10,1.8.1,MultipleChoice,1,8,1,"2,3",,2018-09-13 01:33:42 UTC,false
a1663b32-f80c-455e-816f-d52eadbe2a10,1.8.1,MultipleChoice,1,8,1,3,,2018-09-13 01:33:53 UTC,false
a1663b32-f80c-455e-816f-d52eadbe2a10,1.8.1,MultipleChoice,1,8,1,1,,2018-09-13 01:33:58 UTC,false
58d526e8-ff78-444e-98b9-986cf2bcd3dd,1.8.1,MultipleChoice,1,8,1,2,,2018-09-13 03:08:20 UTC,false
58d526e8-ff78-444e-98b9-986cf2bcd3dd,1.8.1,MultipleChoice,1,8,1,"2,3",,2018-09-13 03:08:26 UTC,false
58d526e8-ff78-444e-98b9-986cf2bcd3dd,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-13 03:08:29 UTC,true
58d526e8-ff78-444e-98b9-986cf2bcd3dd,1.8.1,MultipleChoice,1,8,1,1,,2018-09-13 03:08:34 UTC,false
e8ffd6e0-2412-4728-9b06-b52d53c2eda1,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-13 05:57:22 UTC,true
241bb568-7ffd-4a4a-ba0f-362f5ab5f603,1.8.1,MultipleChoice,1,8,1,"2,3",,2018-09-13 09:43:14 UTC,false
14e221b6-7f31-4f6c-8c00-28e681ac39ae,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-13 09:50:09 UTC,true
731c1b8d-773b-4c4d-b02c-56e1ececb90c,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-13 09:52:02 UTC,true
b7c2ee5c-8ab9-46b4-b221-d75d629b54fb,1.8.1,MultipleChoice,1,8,1,3,,2018-09-13 10:05:24 UTC,false
b7c2ee5c-8ab9-46b4-b221-d75d629b54fb,1.8.1,MultipleChoice,1,8,1,"2,3",,2018-09-13 10:05:32 UTC,false
b7c2ee5c-8ab9-46b4-b221-d75d629b54fb,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-13 10:05:36 UTC,true
3435641d-a5fe-40d5-9c5f-c0181787ab95,1.8.1,MultipleChoice,1,8,1,2,,2018-09-13 10:07:13 UTC,false
3435641d-a5fe-40d5-9c5f-c0181787ab95,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-13 10:07:26 UTC,true
a18f1d2e-69a6-47f5-87e7-9431ac4c2a0c,1.8.1,MultipleChoice,1,8,1,3,,2018-09-13 11:47:47 UTC,false
a18f1d2e-69a6-47f5-87e7-9431ac4c2a0c,1.8.1,MultipleChoice,1,8,1,"2,3",,2018-09-13 11:47:54 UTC,false
a18f1d2e-69a6-47f5-87e7-9431ac4c2a0c,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-13 11:47:58 UTC,true
3f119bc4-fdde-449d-8c4a-72090b367456,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-13 12:26:50 UTC,true
63a20141-48e9-4a29-8069-baecf81b0f0b,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-13 12:54:08 UTC,true
4b30d7c1-1ff5-4bfb-823c-07fd6b51ad8e,1.8.1,MultipleChoice,1,8,1,"1,2",,2018-09-13 13:14:44 UTC,false
4b30d7c1-1ff5-4bfb-823c-07fd6b51ad8e,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-13 13:14:49 UTC,true
45626e38-70b9-49fe-966a-2853ff049efe,1.8.1,MultipleChoice,1,8,1,2,,2018-09-13 13:20:30 UTC,false
45626e38-70b9-49fe-966a-2853ff049efe,1.8.1,MultipleChoice,1,8,1,"2,3",,2018-09-13 13:20:36 UTC,false
45626e38-70b9-49fe-966a-2853ff049efe,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-13 13:20:39 UTC,true
99a27478-ed78-4d19-869c-723afe051c83,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-13 14:03:28 UTC,true
b81692eb-89ae-45f8-b8cc-86e8b464cc33,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-13 15:47:06 UTC,true
69a327e9-bede-4034-a9b1-04d83d4a01cd,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-13 17:23:34 UTC,true
8287168a-987b-41eb-9a4d-a8327daac0d0,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-13 18:30:20 UTC,true
925f16e4-e87e-4468-86bf-a32695e810e5,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-09-13 19:04:25 UTC,true
